id,requestType,productName,componentName,brand,pendingWith,status
b366cda2-521f-4e60-b6b1-204d2f6dd659,Yearly,Contract Pharmacy Services-PA,Jaxworks,Trazodone Hydrochloride,#d98d1f,Turquoise
b21ea2b0-ad99-442c-a0d2-5a22bb4a42bd,Daily,Sandoz Inc,Skyndu,Piperacillin and Tazobactam,#f414cc,Green
99a11073-3c28-4147-9bf8-55ae82499719,Seldom,Sun Pharma Global FZE,Thoughtblab,Temozolomide,#2da226,Goldenrod
fa5c2b48-1f9c-416b-b53a-fd48d9dec4c0,Often,H E B,Demimbu,rx act nighttime,#d6e027,Violet
343b17b4-e8fe-4157-bf6e-2d50215a1245,Seldom,L. Perrigo Company,Jaloo,Good Sense Omeprazole,#536b86,Maroon
37757e9f-d3cf-42f5-afed-e0148f24a109,Monthly,"Rising Pharmaceuticals, Inc",Zoombox,Amiloride Hydrochloride,#f059d0,Aquamarine
aeef6825-a339-4a7a-9794-56fd201b4539,Never,Sandoz Inc,Buzzbean,"Carbidopa, Levodopa, and Entacapone",#ef48d1,Yellow
05b5212b-5128-4956-bea5-e4a4d6c9b027,Yearly,Amneal Pharmaceuticals,Zoonoodle,Benazepril Hydrochloride,#1d8410,Yellow
9e173dfd-9418-43f1-8cbf-424872a96a2c,Once,Parfums Christian Dior,Gigaclub,CD HydraLife BB Creme Enhancing Sunscreen Moisturizer For Immediate Beauty Sunny Amber Broad Spectrum SPF 30,#df712d,Goldenrod
458635d0-46be-4fd8-a170-daebbadd378b,Monthly,State of Florida DOH Central Pharmacy,Mydo,Prednisone,#2ceacc,Teal
f22010eb-c2d6-4889-a0e6-f8f6f0bbfa01,Monthly,"PD-Rx Pharmaceuticals, Inc.",Livetube,Lisinopril,#6d32be,Maroon
1a1b5d72-5927-433b-bb57-d5c1fb2a0208,Often,"F&CO Co., Ltd.",Buzzdog,IT RADIANT CC IN MELTING FOUNDATION,#4138d8,Puce
5cfa4b51-2f6b-43c1-b46c-25ec7e8aada7,Often,MarcasUSA LLC,Flipopia,Syncol,#030e65,Yellow
5fd7e9a2-ac44-4198-a015-f6b491c4eeca,Once,G&G Medical Products LLC,Feedmix,Fresh Up Antiseptic Hand,#6552ba,Indigo
5f9df0ab-b5c9-4f95-bb14-179cc55277d4,Once,Mylan Institutional LLC,Kwideo,vancomycin hydrochloride,#376d55,Mauv
eca7cf04-01fe-4efa-abe0-162936367105,Never,Cardinal Health,Vinte,Aminophylline,#8c84ff,Teal
bc273a14-747d-4f46-a206-e576138caad8,Monthly,HOMEOLAB USA INC,Zoomzone,CALCAREA PHOSPHORICA,#19f2e6,Crimson
5e695119-4d9f-4fb4-8450-2705e8e8eeb9,Weekly,"Energique, Inc.",Vinte,Biting Insect Antigens,#1ed8d7,Blue
bd491550-34e1-4b3f-9a33-c722ce977865,Often,Cardinal Health,Zoovu,Nalbuphine Hydrochloride,#0a739b,Turquoise
1d62d095-5b69-4c39-ba18-31f3cabea6dc,Seldom,Ventura Corporation LTD,Thoughtstorm,ESIKA Extreme Moisturizing SPF 16,#ee6e56,Maroon
3b1d087d-23f1-435d-9a0d-f965a1aa9de2,Once,"Nelco Laboratories, Inc.",Youfeed,Chestnut,#0de44c,Blue
ae896e13-6aa1-4a8e-a92e-c0773e9b0ec1,Once,Mylan Pharmaceuticals Inc.,Gabcube,Butorphanol Tartrate,#b4a059,Blue
fc255d33-af8d-4b16-80fd-ea1c0546df38,Often,Scott Valley Respiratory Home Care Inc.,Skalith,Oxygen,#da57a0,Red
daef90d0-0308-4f74-be75-b192eb2d193e,Monthly,"Teva Women's Health, Inc.",Avamba,LOESTRIN 21 1/20,#08f1c6,Blue
dd4e8978-0c76-4d1b-80f2-887faa680f2b,Often,"Fresenius Kabi USA, LLC",Feedfire,Aztreonam,#67fdba,Turquoise
9c5a963b-bc50-429f-b069-b32500166b36,Never,DIRECT RX,Devify,TOPIRAMATE,#393095,Purple
f7162758-0339-46d1-a37a-4fdc57d6567a,Monthly,Sandoz Inc,Twitterbridge,ropinirole,#e3ffe8,Violet
d4e42113-e80e-4cfb-b9d4-798a0400eb21,Seldom,"Accra-Pac, Inc.",Viva,Banana Boat Deep Tanning Dry SPF 8,#2a8141,Pink
09a0ee2d-b7e2-4d63-94f8-870c66412489,Weekly,"MSD Consumer Care, Inc.",Oba,Tinactin,#aef380,Teal
13ade26f-7378-4c3d-8548-e047fcca5243,Often,"JUBILANT CADISTA PHARMACEUTICALS, INC.",Skinte,Prednisone,#d9be8e,Khaki
aaf3cbc9-43a5-47aa-a63b-455d58048500,Weekly,"EDWARDS PHARMACEUTICALS, INC.",Browsebug,ED BRON GP,#98e096,Aquamarine
73dc0980-5302-4eef-8f91-79d439f64df6,Monthly,"Physicians Total Care, Inc.",Jabbersphere,Indomethacin,#871584,Fuscia
6568675d-efb6-44b5-827b-a26442bc664d,Often,AMOREPACIFIC,Gabspot,Sulwhasoo Snowise Foundation,#e56792,Khaki
736e25c9-cbeb-4a57-9af0-910eaa395965,Often,"Liddell Laboratories, Inc.",Roomm,Party Detox,#ae4375,Puce
61a33d51-8cc8-4f18-93b5-fdb15c382caa,Seldom,Aurobindo Pharma Limited,Leenti,Levofloxacin,#736ae5,Pink
611802e9-97a9-481c-8e72-8f7db80abe45,Yearly,Cardinal Health,Eare,Losortan Potassium,#d112b7,Maroon
69c49901-c1b0-4866-8ebe-6a07705eba67,Daily,A P J Laboratories Limited,Skilith,IBUPROFEN COLD AND SINUS,#9e7989,Fuscia
59ac7d01-9bd1-49fb-9316-9cf8f401c8b8,Weekly,"Two Hip Consulting, LLC",Divavu,DOLOR-PARCHE,#da655a,Khaki
fc305dd3-28fa-4a07-9e2c-6a791feb3a5d,Seldom,Forces of Nature,LiveZ,H-Balm Cleanse,#007acb,Crimson
0e446a56-0e99-4f8a-9b1a-6139b3d7f90c,Daily,Cardinal Health,Zooxo,EXTRA STRENGTH STOOL SOFTENER LAXATIVE,#7f3329,Yellow
630ba9a1-2cc9-47e2-8a95-44068682131d,Seldom,Safeway,Yodel,nicotine,#48fc53,Aquamarine
b036e82e-2697-4f24-b240-215a6ac22631,Seldom,Amneal Pharmaceuticals,Voonte,Ibuprofen,#b3657b,Purple
fea5c8e1-49f4-4d1c-af62-4bc6a3d03b1b,Daily,"Personal Care Products, Inc.",Flipopia,Hydrocortisone,#69e896,Teal
909e63d3-2b0b-4141-9342-feb03e6bb0bd,Yearly,"Valu Merchandisers, co",Livepath,Chest Rub,#08448a,Orange
3e710381-e291-47fa-9760-309ba07cd6bc,Once,"Roberts Oxygen Company, Inc.",Abatz,Carbon Dioxide-Oxygen-Nitrogen Mixture,#9a3e03,Purple
af0b2653-2dff-45b7-9266-e1db8c57a037,Monthly,ReadyMeds,Divanoodle,Ciprofloxacin,#ba15c6,Mauv
6614967c-d3e8-4862-82ff-d520ebb74451,Monthly,Qualitest Pharmaceuticals,Trilia,Perphenazine,#82e4a1,Fuscia
79e2bf16-66c6-4006-8a40-273170f79f14,Once,Clinical Solutions Wholesale,Thoughtstorm,Glipizide,#41a9ba,Orange
18afcc2f-c3a2-47ae-90ac-4084a5dd7704,Weekly,"Hahnemann Laboratories, Inc. dba Alpine Pharmaceuticals",Brainsphere,HAHNEMANN COLDS,#60917a,Puce
22f59bf0-e684-46e9-9b4e-b5dfe91a4d6c,Seldom,"Hospira, Inc.",Linklinks,Neut Sodium Bicarbonate,#7988c2,Turquoise
48d1190f-c654-4369-b325-45469cda08f6,Monthly,Kmart Corporation,Twitterwire,smart sense anti itch,#f05167,Maroon
09a4f87e-3d8c-4c02-bc12-058e3dd299fa,Often,Haemonetics Manufacturing Inc,Pixonyx,Nutricel Additive System - CP2D,#444681,Mauv
0f0a9d48-0848-48d1-a8c9-bf16776d9765,Once,"Nelco Laboratories, Inc.",Camimbo,Bald Cypress,#0d51a5,Red
8ca0a8cb-2858-4c16-a96b-3214b8511512,Often,Lake Erie Medical DBA Quality Care Products LLC,Gevee,Metformin Hydrochloride,#8a59e5,Violet
89a8d572-5e29-4622-bee6-eb7461a8b781,Yearly,Uriel Pharmacy Inc.,Tagfeed,Helleborus e pl. tota 4,#fcb83d,Pink
e750acda-fbb4-4684-acaf-6acbcb3c3897,Monthly,Bristol-Myers Squibb Company,Riffpath,VIDEX EC,#cdac17,Purple
9141d849-dd30-4d5e-a1aa-33627f9a2819,Often,THE KROGER CO,JumpXS,SKIN CARE LOTION,#c1e88a,Maroon
79f53fd3-f494-4206-bd59-15f581a304c8,Yearly,REMEDYREPACK INC.,Jaxworks,NASONEX,#338df7,Fuscia
ec3bd53f-a291-4891-a116-5fcf6bd75945,Daily,"McKesson Medical Surgical, Inc.",Skynoodle,McKesson Vitamin A and D,#767668,Yellow
8ff149a5-c242-4617-bb3c-b77396b3feb2,Weekly,Space Brands Limited,Edgetag,Eve Lom Radiance Lift Foundation SPF 15,#9e25ba,Red
454d805b-d161-4668-95d8-1ec9e31b4a4b,Often,"Nature's Innovation, Inc.",Skivee,Naturasil,#5eec7e,Teal
af8b97bf-33dc-4c8f-a143-14e47c17adb3,Often,"Sinsin Pharmaceutical Co., Ltd.",Oodoo,Arex Sinsin Pas,#64bd7c,Maroon
46d160d6-34ff-4db8-8b3c-3d12a80d23b5,Once,GlaxoSmithKline LLC,Ailane,LAMICTAL,#557cbc,Aquamarine
c776e9c4-52bf-44e1-805a-a7378502c9e6,Monthly,Heritage Pharmaceuticals Inc,Skyble,Calcitriol,#ab71e4,Mauv
f431b353-f730-4e8c-8827-893c1154832f,Once,Rite Aid,Youspan,Sinus Congestion and Pain Relief,#36a063,Orange
68d8bf22-713f-4936-80af-b86bae8dca28,Seldom,"Nelco Laboratories, Inc.",Tazzy,West Wheat Grass,#65116f,Purple
1a092d6f-577a-49b1-804c-4f5b075a7ebe,Yearly,"Antigen Laboratories, Inc.",Skyba,Bahia Grass,#45d199,Khaki
d9de443a-341f-4c1e-a864-80a292b7fdbd,Often,"CooperSurgical, Inc.",Innojam,Ferric Subsulfate,#541187,Teal
fd30564c-c084-4006-b346-e5866d69791c,Weekly,"NINGBO JIANGBEI OCEAN STAR TRADING CO.,LTD",Yodo,HAND SANITIZER,#643e74,Green
a54954d2-ac48-483e-aff4-c45fa30e8b2f,Often,American Sales Company,Talane,care one arthritis pain relief,#6f651e,Mauv
1ea209b1-0176-4c70-bcc4-77b8e2d22ac7,Once,REMEDYREPACK INC.,Oyoba,Diclofenac Sodium Delayed Release,#c1ba4a,Pink
de5d22a1-2c52-42f6-89e4-0b8890e5c471,Weekly,Amerisource Bergen,Skyble,Good Neighbor Pharmacy ibuprofen,#f805bf,Puce
322ab192-c0fc-4828-a7f4-9fcf1758826b,Once,Rebel Distributors Corp,Edgetag,Tigan,#ca369b,Teal
ba27298b-4e79-4125-b2f3-71dbb61bdf77,Yearly,REMEDYREPACK INC.,Muxo,JANUMET,#ac16fa,Mauv
207f9f1a-4f4a-434a-a097-fc474840f3ae,Often,Homeocare Laboratories,Mydo,Allergy Relief,#a83231,Purple
905f62c5-3621-487f-8785-440865e1625a,Daily,ESTEE LAUDER INC.,Browsebug,DOUBLE WEAR LIGHT,#674c3f,Aquamarine
73b363fb-4f3a-4a91-a392-d6b1d66a497a,Weekly,CVS Pharmacy,Jaxbean,Itch Relief,#c1091b,Yellow
b796b5b6-041b-4b7f-b4a4-445908ff2a93,Never,REMEDYREPACK INC.,Twitterbeat,Hydralazine Hydrochloride,#e6fc75,Puce
282cd824-8f62-4bd8-8bf9-35787e0a57d7,Weekly,"Allermed Laboratories, Inc.",Jabbersphere,Bassia Pollen,#a9bf47,Mauv
cef2d2ab-6270-4b7b-8ecd-6338679cef28,Weekly,H E B,Kaymbo,Junior Pain Relief,#05c768,Fuscia
348a3433-0836-4261-9d4e-d5a29c0f138f,Once,"Prestige Brands Holdings, Inc.",Lajo,Artificial Tears Lubricant Eye,#0cebe9,Crimson
7984b06d-b1df-4529-8c2d-ae5465b4d8e0,Daily,Unit Dose Services,Eamia,Cyclobenzaprine Hydrochloride,#d438b0,Mauv
82b5e8ea-8b3d-4dfc-b40d-02a06459a208,Monthly,"Humco Holding Group, Inc.",Topicstorm,Humco Gentian Violet 2%,#045b55,Khaki
e4a2846f-6cd9-45e7-a487-2cb200ccb75e,Monthly,Cardinal Health,Gabvine,Leader,#f8fcea,Violet
10046cf4-b3b0-4c87-a15f-df1a2870b5a8,Never,"Akorn, Inc.",Realpoint,Proparacaine Hydrochloride,#3a0cb9,Aquamarine
b2974d65-1463-4931-b7f6-d8f7ff81b2c6,Daily,CVS Pharmacy,Plambee,ibuprofen pm,#8edf58,Blue
437d9534-20e2-4f74-a96a-42f870e0aa2c,Monthly,"Janssen Pharmaceutical, Inc.",Oyoloo,Risperidone M-TAB,#33039b,Aquamarine
5147776d-918e-416c-833f-de315a8e6422,Daily,"PD-Rx Pharmaceuticals, Inc.",Zoonder,LEVAQUIN,#44a963,Orange
913af2e1-6ad0-4b01-8f7a-390db8fcc03f,Seldom,Boots Retail USA Inc,Ailane,No7 Radiant Glow Foundation Sunscreen SPF 15 Cocoa,#880301,Purple
a196114d-2850-4144-93d0-3eca9da527a1,Monthly,REMEDYREPACK INC.,Kwideo,LISINOPRIL AND HYDROCHLOROTHIAZIDE,#53f156,Turquoise
fb56a559-fa3a-4539-b6aa-560693e9c1a7,Monthly,Mangiacotti Floral LLC,Thoughtblab,Lavender Waterless Hand Wash,#3898ba,Yellow
165ee597-d8f6-4719-9c7b-b48c63be4874,Weekly,Uriel Pharmacy Inc.,Topdrive,Carduus marianus e fruct. 6 Special Order,#146aca,Blue
8c32e79b-1c9c-431c-894e-234a71a1a44c,Never,"AvKARE, Inc.",Youtags,Cetirizine Hydrochloride,#947705,Crimson
b33a0807-e784-4a62-99af-91504d3a54e6,Yearly,CHANEL PARFUMS BEAUTE,Rhyzio,ULTRA CORRECTION LINE REPAIR,#75a658,Orange
c8bef383-bcf2-4c56-af66-10f820e3f3c5,Once,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,Mynte,Avelox,#aaac71,Fuscia
79a9b69f-fe6d-4832-9614-829cb1aaf4cb,Daily,Zydus Pharmaceuticals (USA) Inc.,Skyndu,topiramate,#5265ed,Blue
6c7ea941-2c92-42d1-8b2b-59d2aece4516,Never,"Antigen Laboratories, Inc.",Tagfeed,Pyrethrum,#8286da,Indigo
d7a246a8-e485-42b2-a5d6-e544bfe8c478,Yearly,"Watson Pharma, Inc.",Kaymbo,Diclofenac Sodium,#3b48bf,Pink
81e36868-81d7-4882-be34-cfa8c18a5f48,Once,Major Pharmaceuticals,Ailane,Zolpidem tartrate,#0dd535,Mauv
ce3f6508-0da4-4f21-9a38-9d20b09caf0c,Daily,"Dolgencorp, LLC",Youopia,Everyday Clean Dandruff,#cc7621,Pink
26ff22b5-96d3-4706-9bb4-b6e7e6d9de92,Often,Unifirst First Aid Corporation,Twitterbeat,Medique Chlorphen,#197d44,Goldenrod
16cbe9a3-d358-4720-aa51-1d2dc5ba075e,Often,Unifirst First Aid Corporation,Livetube,MEDI-FIRST Non-Aspirin Extra Strength,#a02bc5,Maroon
c7bbd016-fd21-4f75-b263-964a7481e798,Seldom,Northwind Pharmaceuticals,Babbleset,Phenazopyridine hydrochloride,#68525c,Blue
c083ff06-6709-4f86-a9ef-9ae2ae826411,Often,"Roberts Oxygen Company, Inc.",Skaboo,Air,#e75545,Maroon
958f74f9-1cfc-4d43-965c-5a8d08b25400,Weekly,"IVAX Pharmaceuticals, Inc.",Skimia,Ranitidine,#68da69,Turquoise
dc5d9887-8613-428f-9b14-1d50c78d47c4,Yearly,Conopco Inc. d/b/a Unilever,Jaxspan,Suave Pacific Breeze,#f3379e,Red
36eb24c2-3ee8-4b26-bfa9-26afd1fba419,Often,Aurobindo Pharma Limited,Zooxo,Alendronate Sodium,#633611,Maroon
b00e0836-0311-4a34-9e0a-6faee703ff70,Never,"Morton Grove Pharmaceuticals, Inc.",Devify,Generlac,#61ab2a,Aquamarine
65358b8b-17e8-457a-8245-90fbd33ad1c3,Daily,Rite Aid Corporation,Rhyzio,Eye Allergy Relief,#95f1b9,Pink
160aea80-3a2c-4864-9579-bcd8a9a7b542,Often,Guerlain,Dabvine,Lingerie De Peau BB Beauty Booster Invisible Skin-Fusion Multi-Perfecting Makeup With Sunscreen Broad Spectrum SPF 30 LIGHT,#fc64c6,Teal
e20e3cd2-92ab-41fc-94f3-846755efa883,Once,Bryant Ranch Prepack,Kwimbee,Methocarbamol,#999c88,Mauv
0ebb25ac-23a7-46dc-ba80-d372eebd5dbb,Never,Mylan Institutional Inc.,Agimba,doxazosin,#a0d149,Crimson
3ee31ee6-6043-4802-82b1-c8e980dcd2f8,Weekly,Imedequip dba Independent Medical Equipment,Yakijo,Oxygen,#ff5ec1,Mauv
5abb5c1f-87dd-4b57-b6c4-0578864676cd,Often,HEB,Thoughtbeat,ORCHID,#2c72bf,Pink
0675fe4c-ae51-4097-b9b1-49aeba5c7870,Yearly,Becton Dickinson and Company,Izio,BD E-Z Scrub,#8f183d,Maroon
fc22a340-fed0-4237-a0ad-4e3f4c78ee13,Daily,Hikma Pharmaceutical,Kayveo,Topiramate,#d8587a,Aquamarine
6164d2e5-c906-43ac-a383-ea09a385b277,Yearly,Ventura International LTD.,BlogXS,LBEL HYDRATESS,#a7d194,Orange
575473a1-9657-4fac-a4b9-f72721ba4983,Often,Cardinal Health,Ntag,Amiodarone Hydrochloride,#4bfb2c,Aquamarine
fd9a742c-4a15-434a-bff1-0093d1396ea7,Never,Zenith Medicosm SL,Rooxo,Seborrheic,#5d9a79,Maroon
2d1eb432-6e8c-4c0b-ac08-f616ac0d2a35,Seldom,McKesson Contract Packaging,Quimm,Donepezil hydrochloride,#b4120b,Red
095bdf5c-33b7-445c-b55b-11d7cb9bca55,Once,"Physicians Total Care, Inc.",Twiyo,Diclofenac Sodium,#72196a,Goldenrod
80df3fa2-d52a-4b87-903f-af6a0ef2c521,Weekly,"Antigen Laboratories, Inc.",Brainverse,Paecilomyces,#8ea6ea,Indigo
8a32ff2e-8407-4c9a-8e10-df5f6785e13c,Daily,"Preferred Pharmaceuticals, Inc.",Blogpad,SENEXON-S,#49a4c8,Green
0c14e98e-a67c-4092-8ec8-8d811d590dea,Often,"MedVantx, Inc.",Riffwire,Amitriptyline Hydrochloride,#c6e4dc,Orange
9af236e4-5299-4a8f-9f89-55bae3cdd000,Monthly,"Apotheca, Inc.",Linkbuzz,PHENTERMINE HYDROCHLORIDE,#b1b439,Yellow
d36ce415-9219-46b3-a2d0-96041b14c4e1,Seldom,Natural Health Supply,Feedmix,Slow Digestion Diarrhea,#a5dba9,Mauv
cded5204-ca45-42eb-8d55-ad5114f2b3d5,Yearly,"Unipack, Inc.",Jayo,Natures Choice Cool Hot Ice,#a16ef6,Orange
939e7fab-2ef1-405a-851d-27561fab2cdd,Yearly,C.F.E.B. Sisley,Talane,SISLEYA Global Anti-Age Hand care,#289497,Khaki
b468bf2d-4892-4d4c-a359-0002df4e6404,Often,CVS Pharmacy,Zoonder,Indoor/Outdoor ALLERGY RELIEF Softgels,#5e9ba1,Yellow
d99c20de-e6c7-489a-924a-95309089b215,Weekly,Amerincan Health Packaging,Buzzster,Metronidazole,#c46690,Indigo
86fe43ef-cf32-40ba-9faf-436432bacf5b,Never,REMEDYREPACK INC.,Thoughtworks,METFORMIN HYDROCHLORIDE,#45847a,Fuscia
0b1ce3cc-3472-40a1-b3ac-04d7482fd05d,Monthly,"PD-Rx Pharmaceuticals, Inc.",Katz,OXYCODONE HYDROCHLORIDE,#f8cb58,Fuscia
5ae957e8-358d-403f-929a-aed6947dacfa,Once,"Nelco Laboratories, Inc.",Jaxspan,Beefwood/Australian Pine,#de6dc8,Turquoise
c197ed44-14ce-4d93-a33f-22908db91cc4,Daily,Aurobindo Pharma Limited,Zoomlounge,Olanzapine,#de7d14,Fuscia
108f4dd5-5dd0-44fa-be2a-c6adb6e07a95,Daily,Jubilant HollisterStier LLC,Bubblemix,"Standardized Mite Mix, Dermatophagoides pteronyssinus and Dermatophagoides farinae, 10000 AU per mL",#c8650e,Khaki
3de88600-df2d-40c4-a747-206781913817,Weekly,"Shopko Stores Operating Co., LLC",Blogtag,Infants Gas Relief,#d81c82,Aquamarine
e17786d4-9c7d-4ada-8e0d-79cf01e4d05c,Weekly,Mylan Pharmaceuticals Inc.,Edgewire,Fenofibric Acid,#e0e568,Maroon
f2449d65-15d0-4752-aa2a-b28d875b5030,Daily,CVS Pharmacy,Kanoodle,CVS Pharmacy Glycerin,#4c1ea6,Turquoise
901dcaad-fc99-4d64-87f4-a0a294682eb0,Daily,Bryant Ranch Prepack,Leenti,Candesartan Cilexetil and Hydrochlorothiazide,#9de021,Teal
c6fc555f-378b-404a-a52b-d125e7f96ac1,Often,"Dolgencorp, LLC",Aibox,dg health heartburn prevention,#721a26,Teal
1e87e9aa-4fc9-4865-9603-d26b6d4a329a,Monthly,REMEDYREPACK INC.,Flashset,DIVALPROEX SODIUM,#080d96,Orange
6275afba-31e6-4f55-9a27-b5a346bc1281,Weekly,LIVE BETTER (The Great Atlantic & Pacific Tea Company),Browsetype,All Day Allergy,#7449cd,Turquoise
31c0dfa2-b3a5-4ff3-992d-e83a635ea46e,Yearly,"CorePharma, LLC",Flashpoint,Pyridostigmine Bromide,#6af241,Indigo
ae97a6ef-1cdb-4a42-acb0-ec65d18e30fe,Daily,VM Global Manufacturers Group Inc.,Jaxworks,Liquid Nature Antibacterial Hand Soap,#ef5a7d,Blue
6368f7e9-fe49-4650-8c28-2302ae5cf050,Monthly,Sanofi Pasteur Inc.,Rhybox,YF-VAX,#24a37c,Green
2aad5aed-7e7d-4d87-9281-7c35a3e40b04,Seldom,Procter & Gamble Manufacturing Company,Browsedrive,Secret Scent Expressions,#f06ddb,Red
a1e3099f-6f76-48cf-bcd6-7de1bfd636b0,Once,Carilion Materials Management,Yambee,Hydrocortisone,#e58990,Blue
a1097aa1-fbc0-4f44-b8fb-580a46e8f344,Yearly,Golden State Medical Supply,Vipe,Omeprazole,#2f1b5d,Fuscia
1db63e4b-8130-4f4b-9405-4cc7478e7224,Yearly,QUALITY CHOICE (Chain Drug Marketing Association),Skynoodle,Childrens Triacting Nighttime Cold and Cough,#27e6ff,Aquamarine
6170ff27-37bd-4a0e-b802-c83ebef41390,Monthly,Duane Reade,Skyvu,Prevail,#177532,Crimson
51894c38-16fb-4434-8f7f-5a863067c9f8,Weekly,"Mission Hills, S.A. de C.V.",Oyoloo,Colgate,#4852f6,Fuscia
4250ec7b-425d-473a-af30-6aa4946b477b,Daily,Nash-Finch Company,Dynabox,Night Time Cherry,#d42c96,Maroon
76cf8da6-bdc4-4306-b4a5-fb5ac3c6e412,Once,B. Braun Medical Inc.,Quatz,Potassium Chloride in Dextrose and Sodium Chloride,#3114de,Red
694ffaa9-f93a-4df1-bca8-572df2fd98c8,Once,"WATER PIK, INC.",Brainsphere,ULTRA CONTROL,#3127e9,Khaki
c55dd9ab-d8d3-41a1-bd30-f23d4286a6b3,Weekly,REMEDYREPACK INC.,Jetpulse,Quetiapine Fumarate,#1da255,Pink
a4e018d0-0baa-43dc-9444-cf4bbc871e82,Weekly,Mylan Pharmaceuticals Inc.,Janyx,Lamotrigine,#27daa9,Violet
3837b3dd-7d2a-407e-8a1f-56b20f5aa590,Once,"Par Pharmaceutical, Inc.",Realcube,DYNACIN,#c27114,Maroon
60577785-0d72-4e98-92c6-e81865dc31a8,Once,"Enzyme Solutions, Inc.",Trunyx,Servo-Stat P,#ec63bf,Khaki
199a920d-6653-4676-ac34-fd9303d6b4e0,Once,Proficient Rx LP,Yozio,Losortan Potassium,#85f06a,Mauv
274fdf2e-c49a-4c74-a948-e844bf43dcec,Never,"F&CO Co., Ltd.",Fatz,IT RADIANT CC IN MELTING FOUNDATION,#faaa02,Aquamarine
33e30868-6b0f-40ec-88cc-798f92547da7,Often,"Taro Pharmaceuticals U.S.A., Inc.",Shufflebeat,Fluocinonide,#44419f,Crimson
adfcdfb1-ac82-4b54-af82-2b649144c017,Never,Blossom Pharmaceuticals,Realcube,Bacitracin Zinc,#e88023,Maroon
df325375-a698-42df-8356-802d574854f3,Often,"Nelco Laboratories, Inc.",Jetwire,Red Snapper,#448e54,Yellow
9a994e4f-88ed-4992-be6a-7e624c6da9e5,Seldom,Jubilant HollisterStier LLC,Quimm,"Standardized Mite, Dermatophagoides farinae, Bulk, 10000 AU per mL",#52ab63,Red
d681bbf6-e8e3-4c7e-8e08-23cfdc62a643,Often,"Gurwitch Products, LLC",Jayo,ReVive Fermitif Neck Renewal SPF 15,#77f20f,Indigo
2dbb26cf-9d9e-4bea-8d52-fb429f2dbb44,Daily,A-S Medication Solutions LLC,Yabox,clonidine hydrochloride,#4db427,Blue
a782e27e-f74f-44f9-839e-8a1e596a157e,Once,Wockhardt Limited,Kaymbo,Lamotrigine,#d72431,Aquamarine
6f3e76ac-2e4a-4b5f-a3f8-eace57312a57,Daily,REMEDYREPACK INC.,Zoomcast,Bupropion Hydrochloride,#b365c3,Fuscia
8295c9b6-43b2-4b5b-8198-df935506614c,Daily,"Zhejiang Blue Dream Cosmetics Co., Ltd.",Yoveo,Sweet Candy Kiss Sanitizer Pen,#b657d9,Crimson
446e0131-f084-452b-b908-f797de0c4078,Weekly,"Watson Laboratories, Inc.",Yakijo,Gemcitabine Hydrochloride,#d4a721,Crimson
e0bf9c48-9f45-4050-a05a-4bd22cdf7414,Seldom,A-S Medication Solutions LLC,Photobug,Biaxin,#74fc86,Khaki
88f1fc66-8beb-404f-8579-304a7f8ff854,Once,Merck Sharp & Dohme Corp.,Roombo,LIPTRUZET,#f45302,Crimson
16881dc8-fd9e-4888-a8b9-90f48c660801,Monthly,REMEDYREPACK INC.,Skilith,Fluticasone Propionate,#11bc6e,Maroon
4966b7e6-54fc-43f2-9870-bf35e8395b9b,Often,Bristol-Myers Squibb Company,Wikibox,GLUCOVANCE,#c1aa1e,Khaki
18d792a5-fd03-48e7-9187-f72f38b88f21,Yearly,"Capellon Pharmaceuticals, LLC",Quatz,Symax Duotab,#09d4a9,Violet
9fd0c103-c5ff-4ae6-82e2-6f4763188de5,Monthly,LMKAO LLC,Plajo,MyntSmile,#186106,Puce
13ce8d9a-5667-437d-b4d2-501781576f9a,Seldom,"Allermed Laboratories, Inc.",Yodel,Mouse Epithelia,#fc4d53,Khaki
df63dbc8-9acd-4300-bd72-0e374efc43ad,Yearly,Apotex Corp.,Jayo,quetiapine fumarate,#d24a29,Mauv
05cb15c9-b910-4e62-8ddb-f077f2fdd4e7,Once,Cephazone Pharma LLC,Browsedrive,Ceftriaxone,#b1cce6,Violet
06061bbb-e4e7-40bc-936a-a9b93bf2f0ac,Once,Neutrogena Corporation,Flipopia,Neutrogena Ultra Sheer Dry Touch Sunblock,#aa7a24,Fuscia
0cc854ea-c2d1-403a-ab93-70b10dbb1668,Daily,"Nelco Laboratories, Inc.",Twinder,East Sycamore,#397aa2,Aquamarine
5fc476a3-3051-4f5d-8bfd-06895080858b,Daily,Bryant Ranch Prepack,Yakidoo,Regular Strength QPAP,#2f78cf,Orange
291ec989-06b0-44d7-b5e9-a7be531df3f6,Seldom,Demoulas Supermarmkets,Reallinks,Petroleum Skin Protectant,#7ead26,Pink
fe27192a-2ab8-49f6-a0f8-e37426e3dbe1,Never,Natural Health Supply,Demimbu,Headache Drowsiness,#edd684,Blue
62b1ad5b-a77d-4e30-a43a-07ee81390c7d,Daily,Mylan Pharmaceuticals Inc.,Reallinks,Guanfacine,#84855c,Yellow
5a50c834-8941-4993-8399-4e54072c44ad,Never,Apotex Corp.,Kwimbee,tizanidine,#edf233,Puce
